Party_3
Burma National Revolutionary Army – BNRA
Student's Revolutionary Force (S.R.F)
Yaung Ni Drone Force
Alpha Special Force PDF
Chaung-U Revolution Army (CRA)
Bo Japan Gyi PDF
Launglone People Defence Force (LLPDF)
Magway PDF
Drop for Justice - DFJ
Kyunsu PDF
Monywa Ranger Force - Truth Army
Aung Baw Group
Justice Revolution Force
Daung Thwe Ni PDF
Pale PDF
Mae Maung PDF
Pyinoolwin District PDF
Ye Ogre PDF
Myaing U.A.V Fighter
Zarmani Blood Guerilla Army - Myaing
Mon Liberation Army - MLA
Black Cobra
Black Eagle Drone Force -MMU
Student Armed Force
Mogok PDF
Myaung People’s Security Force
DOG Killer PDF
Shwe Nyar Myay PDF
Yangon PDF
Crocodile and Tigers Shwebo
Monywa The Boy PDF
Royal Tiger Guerilla Force
Dawei East Forest PDF (DEF)
Red Dragon Guerrilla Force (Myaing)
Federal Polaris Force
Fighter Brotherhood Guerrilla Army - FBGA
Kani People's Defence Force (KLG)
Loikaw PDF
Saw Dragon Drone Force
Naung Yoe PDF
MDF - Shwebo
Taungoo District PDF (Taungoo Urban Guerrilla Forces)
Dawei District People's Defence Frontier (DDPDF)
Wolf Brothers PDF
Anti-dictatorship Revolution People's Army
Launglon Peninsula Force - LPF
Aung San Force
People's Democratic Army - PDO/PDA
Bogyoke Guerrilla Force
Black Wolf - Army
MGN Tiger
DK PDF (MMU)
Kanbalu District PDF
CDF - Chin Defence Force
Chauk Guerrilla Force (CHK)
Bo Tauk Tun (MBTT)
Chindwin Toe Na Yar PDF
T.G.R Women Drone Force
Fire Dragon PDF
Cho Maing Maing Yinmarbin - Kani Alliance Force
Myaing Warriors
Thway Thauk Revolution Force
Shwebo Defence Force
TYK Guerrilla Force
CDF – Thantlang
Dar Min Gyi Force
Ngwe Dwin Revolution Force (NDRF)
Yinmarbin PDF
Dragon Squad
Gangaw PDF
Triple Two Task Force
King Cobra PDF
Tha Byay Nyo Guerrilla Force
Blood Brothers PDF
BLY Guerrilla Force
Eagle Defence Force
BED Nga Nyo PDF
Falcon PDF
Ayadaw Rocket LPDF
Taw Bomb Gyi PDF
"""Who am I"" PDF"
Dragon Brothers
God of Death PDF
Singu PDF
Son of Shwebo Without Borders PDF
Bo Thurein PDF
MSaiNaw Nga Ye Mee PDF
White Horse King Guerrilla Force
CDF CDM - Siyin
Pakokku Ranger
Special Operation Group- SOG
Red Eagle PDF
Royal Brother Defence Force
Meiktila PDF
King Fighter PDF
Black Shadow PDF
Anyar Thar Guerrilla Force
Black Wolf PDF
Super Fighter PDF - Yesagyo
Black Vote Fighter (Yinmarbin)
Dawei PDF (A Din Hmue)
Golden Eagle Force - Monywa
8 Stars Guerrilla Force - Myingyan
Myaypyant Region Defence Force - MRDF
West Ayeyar Guerilla Force (WAGF)
Monywa Special Datedate Kyal
Myaung Revolution Army - MRA
Peacock Drone Team
AREA 71 Defence Force Monywa
People’s Servant Revolution- Wetlet
Pyi Thu Arr Marn PDF
Meiktila Guerrilla Force - MHLG PDF
Myaing Underground Defence Force - MUGDF
Kanbalu PDF
Northern Yesagyo Guerrilla Force
Cloud Wings Drone
5/Fighter Group PDF
Shwe Joe Phyu Guerrilla Force
Generation Z Power - GZP
Kyaukse District PDF
Lion Battalion Commando Special Force
Connect PDF
MGN Ranger
Shwe Chan Thar Guerrilla Force
Dragon Urban Guerrilla (DUGF- KU Dragon)
Salingyi G-Z PDF
Fight For Freedom (F.F.F)
Pakokku Urban Guerrilla Force (PUGF)
Burma Liberation Democratic Front (BLDF)
Force for Federal Democracy - FFD
Bamar Army
96 Soldiers PDF
A Lin Tan Guerrilla Force - Myaing
Ayeyarwaddy Prince Guerrilla Force
Brave Warriors for Myanmar (BWM)
Monywa Bandula and members LDF
Alpha 7
Farmers Revolution Force - CHU
Daung Sitt Aung LPDF
Demoso PDF
Bo Kaung Kin Revolution Alliance
Natmauk PDF
Tiger Brother PDF
Freedom Revolution Force (FRF)
Mahuya Wild Buffalo PDF
Cobra One PDF
Yoma Yar Zar PDF
Urban Hunter Force (UHF)
KNLA Nighthawks
Pakokku Special Task Force
Yat Kha Brother LPDF (MDY)
Tar Naw Yat Kha PDF
Anyar Mone Tine Guerrilla Force
Kind-hearted Bone-heads PDF
Eagle PDF
Motherland Special Task Force
Sekkyar PDF
Hkamti District PDF
Northern Thandaung Defence Force (NTDF)
PCM PDF
U Lay Gyi PDF
Lark Guerrilla PDF - Dawei
Mine Prince Underground Guerrilla Force
Ye PDF
Youth Guerrilla Counter Revolution (TGYR)
Venom Column
Shwe Hin Thar PDF
Magway District PDF (Drone Battalion)
Myaung Drone Force (M.D.F)
Bago District PDF
Black Dragon Special Task Force
Fighter 9 Force
No More Dictatorship PDF
Ranger Kalay Defence Force -RKDF
Spring Youth PDF
Ayar Daung People Defence Force
Kendo PDF
Moe Shey Dar Yan
PK for All People - PDF
Chindwin Tiger PDF
Kyaikto PDF
Aung Tha Byay PDF
Kani PDF
Pakokku Underground Force - PUGF
Yesagyo People's Security Force
Asho Chin Defence Force - ACDF
Bo Ta Say PDF - Pauk
Spring Guerrilla Platoon
Myinmu Defence Force (MMDF)
Special Force 11 PDF
Bagan Ogre Force
Royal Peacock Column
Spring Dove PDF
Daung Ni Column
Kanbalu Underground Warriors
Hlyat Ta Pyat Sun Nyo PDF
Naung Gyi PDF
Chindwin Fighter Group (C.F.G)
Wolf Guerrilla LDF - Ye-U
Salingyi Revolution Defense Force (SRDF)
Yinmarbin - Salingyi Artillery Alliance
Youth Vigor Revolution Force
Naung Yoe Army
Tanintharyi Yoma Force
Thaton PDF
Ye Aerial Force - YAF
Bo La Yaung Local Defence Force
Bo Mway Soe
Burma Revolution Rangers
Katha PDF
Kawlin PDF
Ta Mar Myay Guerrilla Force
Mone Taing group
Ngar Myi Ya PDF
Black Swan Guerrilla Force
Homalin PDF
Tamu District PDF
Justice Soldier - PDF
King of Forest PDF
M7 People’s Defence Force
Pale Joker
Tamu PDF
Palaw Region Defence Force (PRDF)
T5 Wings Drone Force
Myingyan Zero PDF
People Revolution Force
Dove Guerrilla Force (DGF)
Oak Awe Column - Dawei
AK PDF
Lin Mway PDF
Myaung Women Warriors - M2W
Special Guerrilla Force
Dawei Dragon PDF
Monywa Dynamite
Sit Kyun Ma Khan Mway Soe Ta Taik PDF
Solo Aung Gyi PDF
Anyar Myay Special Commando Defence Force
Kawthoung District Defence Force (KDDF)
BGS Ayadaw Drone Force
Gen 21
Thabeikkyin PDF
Ayeyarwaddy PDF
Popa Guerilla Force
Ayadaw Bone Naing PDF
Galone LPDF
MVP Force
Pyi Taw Win Guerrilla Force
People's Defence Force Myinmu - MMU PDF
Bo Lin Yon PDF
Monywa Underground Guerrilla Force (MUGF)
Myaung Fighter Defence Force
One Star Task Force
VAKOK (CNDF)
Zero Power PDF
Anyar Federal Task Force
Eagle Brothers PDF
Mawlaik PDF
Okpho Underground Guerilla Force
Yedashe PDF
Khin-U Support Organization - KSO
Naung Yoe Special Guerrilla Force - NYSGF
Thein Kha Arr Marn
Chinland Defence Force - Kalay Kabaw Gangaw
AMT Guerrilla Force
Wolf Underground Force - Myaing
Innlay People Defense Force (IPDF)
Nway Oo Guerrilla Force
Peacock Generation Z
Royal Eagle PDF
Scorpions PDF
Shwebo Tiger PDF
Taung Nyo Dragon PDF
Thakhin Daung Nyo PDF
Myanmar Islamic Commando PDF
Nat Sit Thi PDF
People Defence Army (PDA)
Ka Myin Ma Ni PDF
Peacock King Operation Team (TYC-PDF)
Daung Lan Hlwint Mak Say Ta Man PDF
Tanintharyi Guerrilla Force
Taung Thu Gyi Group
Paungde PDF
Freeland Attack Force (FLA)
Garuda Column
Ruby Brothers PDF
Shwe Tan Myay PDF
God of Myaing
Kamma Underground PDF
Son of Sagaing Without Borders PDF
Taung Nyo People's Guerrilla Force
Yinmarbin Fighter Brotherhood Guerrilla Army
Black Peacock Without Borders Guerrilla Force
Karenni Revolution Union (KRU)
Student Revolution Army – SRA
Super Light PDF
Waw PDF
Monywa Commando Force
Taze Tiger PDF
War Lord Defence Force - Shwe Bo
Mahuya Kywe Yaing PDF
Ta Man Tiger PDF
Mahuya Alintan Guerrilla Force
Security & Special Task Force (SSTF-MDY)
Thayetchaung PDF
Young People Force (YPF)
Zarmini MMU PDF
Bokpyin PDF
Kawthoung PDF
Myaing Fighter PDF
Nat Taung Naga PDF
Yae Lel Kyun PDF's Alliance
Anyar Thar Lay PDF
Federal Brothers Guerrilla Force
Yenanthar Youth Force
Federal Democracy Revolution Force - FDRF
Sagaing Federal Wings
Shwe Ao Revolution Force
Yaw Army (YA)
Bo Mahar PDF
Myinmu People's Security Force
Pakokku Hunter
Taze Spring Revolution
Justice Warriors Force
Red Hawk PDF
Southern Pauk Guerrilla Force - SPGF
Banmauk PDF
Dragon Brothers Task Force - DBTF
Future Hero PDF
Myae Lat Region Guerrilla (MRG)
Southern Eagle PDF
Black Dragon Force (Monywa)
Hti Sha PDF
Monywa Night King
Ta Ko Taw Mite Khae PDF
Bamar Peacock Guerrilla Force
Dawei South Public Defence Force - DSPDF
Nga Ba Guerrilla Force
Shwebo LDF
Freedom Fighter Drone Force
Ngazun Special Task Force
Bright Star Group
G-21 Guerrilla Force
Golden Brother PDF
Bago Region PDF
Black Hunter People’s Task Force
Byet Ta Nyi Naung PDF
The Red Revolters
United States Of Burma Army - USBA
Bat Ma Lite Guerrilla Force
Datha Monywa PDF
Tiger PDF
YSO Island Spotted Army
Wild Tiger PDF
Ye Baw Nyi Naung Guerrilla Force
King Cobra Force
Myae Lat PDF
Eastern Defence Force - EDF
Loung Lone Steel Butterfly Force (LLSBF)
MP9 PDF
Rocket Fighter PDF
Yan Gyi Aung PDF
Bo Moke Sate PDF
Mon State Revolutionary Organization (MSRO)
Salingyi Revolution Army
Yadanabon PDF
God of Death Guerrilla Force
Mon State Defence Force (MSDF)
Prey Kite Shwebo (LDF)
West Plain PDF
YLK New Power PDF
5/ Teachers PDF
Alawaka Guerrilla Force
Northern Seikphyu PDF
Emerald Girls Army (EGA)
Ta Kaung Bwar Moe Kyoe PDF
Thayarwady Galone PDF
Forest Fighter
Ngar Pyay Ma Guerrilla Force
Pwal Tine Kyaw PDF
Southern Warriors Defense Force (SWDF)
Union Liberation Front
Dar Ma Saing Army (DMSA)
Farmer Warriors Force
Myitnge PDF
Hawk Guerrilla Force
Hero Group PDF
Mother Son PDF - Wetlet
Bo 60 Guerrilla Force
Hero New GZ
MG-6 Guerrilla Force (Myingyan)
YOMA (GBK) PDF
Monywa District - Lightning PDF
5/ UG
A.D.F Drone Team
Kind-hearted Bone-heads - Myingyan
Monywa Truth of Force
Yinmarbin Local People’s Defence Force -YMBLPDF
Bad Tigers
Eagle Wings Drone Force
Katha District PDF
Sky Hero - Madaya
TKGF
Yae Lel Kyun Guerrilla Force
KLOUD
Nine PDF
Patheingyi PDF
People Defence Force of Magway
Special Guerrilla Force - Monywa
Arr Marn Thit PDF
Fire Dragon Guerrilla Force
Golden Star Force
Kawlin District PDF
Nagar Yazar PDF
ACID Army PDF - MDY
Bo Tiger PDF - Wetlet
Lightning Thunderstorm Force
Oktwin PDF
Pa War Ni Column
Wild Bird (Kawlin)
Mya Nandar PDF
Sintkaing Revolution Force - SRF
Guerrilla Warfare K.P.K PDF
Hnin Kway PDF
Kuki National Army - KNA (Burma)
Myanmar Che Guevara PDF
SRA
Young Fighters PDF - Myaung
Young Revolution Front - YRF
Bo Mi Chaung PDF
Fire Dragon Revolution Force NZN
Future Star PDF
Monywa Satan
Paungbyin PDF
Shwe Dar Bo (SDB) PDF
Wetlet Prince PDF
513 - Red Dragon PDF
Burmese Farmers Defense Force (BFDF)
Myaung Special Drone Force - MSDF
Myingyan Ranger Group
Phoenix Without Borders Guerrilla Force
Anyar Brother LPDF Collective Force - ABCF
Kalewa - PDF
Peacock Brother Urban Guerrilla
B.C Special Guerrilla Force
Monywa People's Security Force
Na Gar Pauk PDF
Nant Thar Myae Yet Kha PDF
Nyi Naung Thone Hpaw PDF
Aung San Generation Monywa
Kyauk Lone Gyi
Royal Seven PDF
Seikphyu PDF
Steel Butterfly PDF
Ba Nyein Guerrilla Force
M Daung Ni PDF
MPF U-18
Myo Hla KPDF
Rural Guerrilla Force - Myaing
Saw PDF (Yaw Region PDF's Alliance - YRPA)
CDF-Zophei
Saw Bwar Gyi MPDF
Sea-gull (Zin Yaw) PDF
Thunder Guerrilla Force - Madaya
Unknown Yangon UG
Brave Eagles Revolution Force - BERF (Kani)
Kayan National Army (KNA)
Magway Guerrilla Warfare
Anyar Defence Force (A.D.F)
Chaung-U Local Defence Force (CLDF)
Hero Guerilla - Gyobingauk
Kawa PDF
Shinning Stars
Tada-U PDF
Ye-U Freedom Comrades (YFC)
Ma Ni Lay PDF
Bo Hnakhan Hmwei PDF
Kalay Revolution Force (KRF)
Ko Khaing Lay group
Myae Let PDF - Myingyan
Myaung Farmer Defence Force
Twae Ma Shaung (Southern Pauk)
White PDF
Minbu PDF
Myo Set Thit Local PDF
Southern Pauk People’s Defense Force SPPDF
Peacock Taman Special Column
Sidoktaya PDF
Steel Hawk PDF
Swallow PDF
Unity Force Monywa
Yoma Fighter
Bo Nay Toe Group
Ponnaka PDF
Rohingya Solidarity Organisation (RSO)
Shwebo Tha Khin Gyi
Zayar Shwe Myay PDF
Bo Nar Pauk
Inntakaw PDF
Revolutionary Air Force - RAF
Security & Special Task Force - SSTF Drone Force
Black Hawk Seikphyu Revolution Front (BHSRF)
Central Region Special Task Force
Dawei PDF
Myaing Revolution Army
Myingyan Danger Dynamite
Shwe Be Lone PDF
Yan Shin Local PDF
Anonymous Fighters Force (AFF)
Beikthano PDF
Monywa Fighter Group (MFG)
Ogre Brothers PDF
Royal Falcon Guerrilla Force
SLN LPD(Salin Local People's Defence Force)
Southern Magway People Defence Force (SMGY PDF)
Special Revolution Force - SRF
King Viper PDF
Sa Nay Min
Upper Minhla People Defence Force (UMH PDF)
Urban Revolution Front (URF)
Ayeyarwaddy Daung Ta Marn PDF
Bandula PDF
Pauk-Myaing Alliance Force
People's Guerrilla Commando – Myinmu
Warrior Brother Guerrilla Force
Bagan - Nyaung-U PDF
Devil UG Force - MDY
Spring Soldier PDF
Yangon Army
Young Man PDF
Cobra PDF - Budalin
Bo Swallow Without Borders Guerrilla Force
Gaara BLDF
Htilin PDF
PPDF - KD
YLK Guerrilla Force
Ayadaw Falcon Force (AF2)
Bo Tathaung People’s Defense Force - BTT PDF
Galone Gyi PDF (Shwebo)
Pakokku Special Guerrilla Force - PSGF
Chindwin Spring
Nat Soe PDF
Pon Taung Tiger PDF
Red Dragon Revolution Force
Wings of KSE
Anti-Coup People's Liberation Force
Dawei Collective Column
People's Defence Army (Mawlaik District)
Urban Guerrilla Force - Kalay
Bharmahte Artillery Guerrilla Force - Myaing
Democratic Guerrillas Force (DGF)
Kyaukhtu PDF
Power Of Ababil (POA)
Special Commando Force
Township Okekyi
Shwebo Daung Marn
Bo Nay Min PDF
Galone Army - Natmauk
Galone Min PDF
Southern Shan Revolution Youth Force - SSRY PDF
Bo King PDF
Shein Ma Kar PDF
Doe Nyi Naung PDF
Ghost of Enemies - G.O.E PDF (Myaing)
PDF - Pwintbyu
The Brightness - Monywa
ADRF Revolution Alliance - Madaya
Aunglan PDF
Byata Brothers
Guerrilla Dawei
M7 People's Defence Army
MPDF
Thanmani Guerrilla Force
Angry Bird Drone Rangers
Tike Nel Sun PDF
Yenangyaung PDF
Burma Rangers (ShweBo)
Golden Dove Guerrilla Force
Joker Guerrilla Force (Myaing)
People Servant Guerrilla Force
Regional Friend Fighters - RFF PDF
Spaceman Salingyi Drone Army (SSDA)
CDF - Tonzang
People Revolution Army (PRA)
Tar Tay Gyi PDF
VOMDY-Front Warrior
Wa Ra Zein PDF
CDF - Lautu
Farmer Heros (Khin-U)
Mandalay Drone Force - MDF
One Day Revolution Force
Red Dragon Defence of Force
Shwegu PDF
STANDARD REVOLUTION FORCE - SRF MMU
Loikaw Local PDF
Peacock Warrior Force Madaya
Pyaung Gyi
Thunder Guerrilla Force - Pwintbyu
Daung Lay LPDF
Eagle Brigade
Garuda People's Defence Force
Harmonious Northern Brotherhood - HNB
Ko Aung Gyi PDF
Real Heros PDF
Shwe Lal Kyun LPDF
True Fighter MMU
Water Dragon PDF
7 Ravens Column
Black Falcon PDF
Burmese Revolution Youths
Kings Cobra Guerrilla Force - MDY (K.C.G.F)
Yaw Revolution Army - Htilin
Bawlake PDF - BPDF
Black Tiger Monywa PDF
Dark Shadow PDF
Myaing Rural Guerrilla Force - MRGF
One Local PDF
Zay Yar Thway Kyar Yine PDF
5/ Commando Force PDF
Ayeyarwaddy Brothers Revolution Force - ABRF Madaya
Bo Kayin PDF
CDF - Senthang
Galone Army - Depayin
Joker Shwebo Defence Force
Myinmu Revolution Force (MMRF)
Nattalin PDF
Red Giant (RG)
Shwebo Fighter One
Takaung PDF
Tigyaing PDF
Black Hero
CDF-Hualngoram
Indaw PDF
Independence Army (IA)
Myo Thit PDF
Black Dragon PDF - Gyobingauk
Chindwin GZ Defense Force (KPDF)
K.N.T Guerrilla Force
Nay Pyi Taw Battalion
Fighter Nine Forces (Salingyi)
Freedom Without Borders Federal Force
Ka Naung PDF
TTA - Shwebo
Tu Mee Fighter PDF
BTZM GBK PDF
Hpasawng PPDF
Sayar Chit and Brothers
Storm Force
Sun King Envoy Monywa (SKE)
Daung Yazar UG Force
Kayan PDF
Myingyan Twenty One Guerilla Force - MTGF
SRAF BLDF
Ta Ko Taw Pyan Hlwar PDF
Zero Fighters PDF
Bee Column
Fixed Wing Drone Force
Gyobinkauk PDF
Hawk Revolution Squad (HRS)
Monywa District Drone Team
Myanmar Defence Force (Hydra Force)
Revolution Soldier
Sagaing Region PDF
Sayasan YMB PDF
Sittaung PDF
Wingabar PDF
Aung San’s Land Natmauk
Eagle Force (Thayet & Kamma & Mindon)
Snipe Rangers Force (S.R.S.F)
Takhin Mya Artillery Force
White Dragon Column
Arakan Rohingya Army (ARA)
BPDF - Yoma
CDF - Mara
Otter PDF
Thirty Comrades - Depayin
X-Force LPDF ShweBo
Zarmani Revolution Force
Monywa Brave Hearts (MBH)
Peacock Warrior Guerrilla Force - Natmauk
Salingyi Revolution Eagles
Shwe Min Thar LPDF
Fight For People (FFP)
Infinite Revolution Force (IRF)
Nant Thar Myaing Guerrilla Force
Thaton District PDF
Bilin PDF
Bo Mo Thee
Bo Thanmani - YMB PDF
Daung Min LPDF (Shwebo)
Farmers Revolution Force - Monywa
Letpadan PDF
Mongmit District - KPDF
Myaung Tiger PDF
Pauk Revolution Front (PRF)
PDF Kyaukpadaung
Saka Guerrilla Force
Tha Khin Phoe Hla Gyi PDF - Chauk
People’s Revolution Alliance (PRA- Magway)
Bamar Revolution Army
Black Garuda PDF
Budalin Mobile Team
Democratic Local Coalition (DLC)
Key of Revolution
Little Hunter PDF
Myaing People's Security Force
Pone Taung Brothers PDF
Koe Taung Kyar PDF
PDF - Pyin Oo Lwin
Satkyar Local PDF
The Youth Force (Saw & Kyaukhtu)
Yangon Eagle Force
Yephyu PDF
Zoe Fighter PDF
Brave Brothers PDF
God of Satans-GOS
Kee Kuu Column
Moe Ma Kha Underground Revolution Force
Nway Oo Dakho PDF
People Revolution Force Kyaukse (PRFK)
Taung Nyo Column
Tha Byay PCM Force
Tiger Bann
Tike Daung PDF
Warriors of Liberation Force (WOLF)
Wuntho PDF
Bo Kyar Thit group
Bo Pauk Kyaing PDF
DMO-PDF
Eagle Freedom Fighter
Hero Brother
Hero Fighter (Salingyi) PDF
Min Kun PDF
Mother Son Mandalay Force
MS9 Brothers PDF
Pauk U Gyi PDF
Salingyi People's Force (S.P.F)
Shwe Nyi Ko Group
Special Attacking Force (SAF) - Upper Burma
Spring Eagle PDF
Chauk Revolution Army
Dragon Brothers (GBK-PDF)
Farmers Revolution Force - SGG
Federal Column PDF
Karenni People Liberation Army (K.P.L Army)
Oak Awe UG (Sa Lay)
Pakokku Revolution Front - PRF
Sky Ghost Drone Force
YSO TPG Urban Guerrilla Force
Mahuya Wild Horse PDF
North Yamar PDF
One Star LPDF
Special Air Raid Force
Wundwin Township Revolutionary Force (WTRF)
Brother Revolution Force – Monywa
Demo Pauk Kwe PDF
National Liberation Army - NLA
Nyaung Yan PDF
RPTF
TCDF
MDDS
Monywa Force (MYF)
Nine Star PDF
Pakokku North PDF (PKU N PDF)
Palaw Kayin PDF (KPDF)
Sein Pan Ni Ni Drone Force
Special Guerrilla Force - Pakokku
Without Borders Alliance Force
7 Star Guerrilla Force
Ayeyarwaddy Swallow PDF
Pakokku Guerrilla Force
PRDF
Royal Pakokku Underground Force
Union Independence Alliance
Yesagyo Federal Army
Daung Min Ta Marn PDF
Khin-U Special Force Organization
Minhla PDF
Myingyan MGK Guerrilla Force
Seikphyu Bar Ma Hti PDF
Special Regional Attack Force (S.R.A.F)
Taung Dwin PDF
Thunder PDF
Aung Myay PDF
Daung Lu Lin LPDF
The Value of Young Men PDF
Yenangyaung Phay Kan Kaung Nway Oo PDF
God Of Monywa PDF
Homalin PDF 124
Khin-U Local Guerrilla Force (KUGF)
Nway Oo Brothers Column
Nway Oo Nyi Naung PDF
Special Operation Force (SOF) Squad - 7 (Eagle Squad)
Ywar Thar Gyi PDF - Wetlet
Bo Sa Kar Guerrilla Force
Daung Yin Thway Guerrilla Force
K.P.K PDF
Paukkhaung PDF
People’s Dictatorship Revolutionary Force-PDRF
Pon Na Ga Guerrilla Force
Skylark PDF
Taty-PKU PDF
Yaw People Defence Force
Yoma Fighter Rambo PDF (Yinmarbin)
"""Twe Yar Thin Chaing Dar Ma Saing"" PDF"
Arrman Revolution Force - ARF
Black God PDF
Bo Moe Kyoe PDF
Guerrilla Falcon
Northern Pauk Revolution Front (NPRF)
People's Defence Army-Yinmarbin
United Resistance Force -URF
Zin Yaw Ni Guerrilla Force
Bomb God
God of Snake - Monywa PDF
Ka Sal Doh Kyar (KPDF)
